userId,movieId,rating,timestamp
17,904,4.0,1307262274
17,910,3.5,1305696226
17,1032,4.5,1305696325
17,2019,3.5,1307262285
17,3435,3.5,1307262260
17,3681,4.5,1307262300
18,904,4.5,1455050080
18,908,4.0,1455748398
18,913,4.0,1517525849
18,919,4.0,1455748544
18,923,5.0,1455059762
18,1086,4.0,1473368992
18,1203,5.0,1455050107
18,1207,4.5,1455050736
18,1212,4.5,1455059742
18,1219,4.5,1455050177
18,1260,4.0,1455059781
18,1924,2.5,1456875333
18,2019,4.0,1455050114
18,2184,3.0,1512850460
18,2951,4.5,1455735323
18,3462,4.0,1476393345
18,3681,4.5,1455735337
18,4327,4.0,1455735349
18,5008,4.5,1456744749
19,903,5.0,965710671
19,904,5.0,965712377
19,906,3.0,965711014
19,910,4.0,965705661
19,911,3.0,965705725
19,913,5.0,965712238
19,915,2.0,965706045
19,930,3.0,965710781
19,931,4.0,965710914
19,933,4.0,965705982
19,965,2.0,965710693
19,1016,3.0,965706728
19,1028,2.0,965706092
19,1032,1.0,965709068
19,1086,4.0,965710914
19,1219,4.0,965704863
19,1256,4.0,965705619
19,1267,3.0,965710521
19,1269,4.0,965705942
19,1333,3.0,965704881
19,1924,2.0,965703973
19,2015,3.0,965706839
19,2184,3.0,965712882
19,2186,4.0,965710671
19,2203,3.0,965710671
19,2206,3.0,965711039
19,2227,3.0,965701107
19,2287,3.0,965710914
19,2550,3.0,965704904
19,2936,4.0,965705867
19,3035,4.0,965705619
19,3548,2.0,965706389
20,594,5.0,1054038083
20,596,4.5,1054038175
20,899,4.0,1054147395
20,914,4.5,1054036277
20,919,5.0,1054038078
20,1012,4.0,1054038180
20,1013,4.0,1054038219
20,1018,3.5,1054038336
20,1022,4.5,1054038135
20,1025,5.0,1054038107
20,1028,4.5,1054038076
20,1029,4.5,1054038189
20,1032,3.5,1054038130
20,1035,4.5,1054147359
20,1282,4.5,1054038160
20,1333,3.5,1054036254
20,1947,5.0,1054147380
20,2018,4.0,1054038166
20,2080,4.0,1054038091
20,2085,4.0,1054038493
20,2087,4.5,1054038136
20,2096,4.0,1054038145
20,2430,2.0,1054038297
20,2565,3.5,1054147376
20,2941,4.0,1054147411
20,3549,5.0,1054147384
20,6358,3.5,1054147505
21,902,3.0,1500701864
21,2087,2.0,1376822671
21,2947,4.5,1403460424
21,2948,4.5,1403460596
21,2949,4.5,1403460427
21,2993,4.5,1403460828
21,3022,4.0,1407617678
21,3462,3.0,1407617682
21,47566,4.0,1403460908
23,904,3.5,1107164418
23,912,3.5,1107163409
23,913,4.0,1107164441
23,923,4.0,1107164855
23,1203,3.0,1107341565
23,1212,5.0,1107162640
23,1237,4.0,1107162947
23,1248,3.0,1107162687
23,1284,5.0,1107162632
23,2019,3.0,1107164361
23,2726,4.0,1108703148
23,2951,3.0,1107162689
23,3030,3.0,1107164365
23,3462,3.0,1107341855
23,3681,3.5,1107164464
23,5333,4.0,1107163583
23,7064,3.5,1107164411
23,7924,3.5,1107341502
23,8228,4.0,1107162877
27,902,4.0,965149631
27,911,5.0,965149512
27,913,4.0,965151031
27,920,4.0,962686447
27,969,4.0,965149694
27,1022,4.0,965149756
27,1035,5.0,965149533
27,1083,4.0,965149552
27,1207,5.0,962686825
27,1250,4.0,962686417
27,1262,5.0,962686386
27,1287,5.0,965149756
27,1947,5.0,965149512
27,2080,4.0,965149710
27,2085,3.0,965149586
27,2565,5.0,965149694
27,2951,4.0,965149552
27,3062,4.0,962686486
27,3350,4.0,965149469
27,3654,4.0,962686529
27,3681,4.0,965149571
28,898,3.0,1243837286
28,899,2.0,1234334934
28,1253,3.5,1277001848
28,1256,4.0,1243837314
28,2951,3.0,1234515633
28,3681,3.5,1234338535
28,4327,3.5,1234338745
28,7706,4.0,1235975729
28,31116,3.0,1235805645
29,904,4.5,1307945605
29,914,4.0,1362016608
29,953,5.0,1307906372
29,1204,4.5,1308084015
29,1250,5.0,1308024986
29,1262,4.5,1307906969
29,1939,4.0,1362016593
29,1945,4.5,1307905911
29,2951,4.5,1307907122
29,3681,4.0,1307907026
29,4327,4.0,1307906981
31,912,5.0,850467425
31,1099,2.0,850467444
31,1282,5.0,850467485
32,912,5.0,856737165
32,1086,4.0,856737270
32,1103,4.0,856737123
32,1104,5.0,856737082
33,914,5.0,940422746
33,919,5.0,940422746
33,2080,4.0,940422746
33,2087,3.0,940422746
36,904,3.5,1100803350
36,908,3.5,1100803999
36,919,1.5,1100803557
36,1086,3.5,1100803718
36,1262,4.0,1100803705
36,6662,3.0,1100803749
39,594,3.0,974788841
39,596,3.0,974788629
39,908,3.0,974787139
39,1022,3.0,974789035
39,1025,4.0,974788976
39,1029,3.0,974789035
39,1032,3.0,974789035
39,1219,5.0,974788126
39,1248,5.0,974788071
39,1282,1.0,974788629
39,1287,4.0,974789232
39,2018,3.0,974788629
39,2080,3.0,974788841
39,2085,3.0,974788841
39,2366,5.0,974787893
39,2947,3.0,974789327
40,199,3.0,832060204
41,920,3.0,1458939112
41,1219,4.0,1459367455
42,912,5.0,996261986
42,4359,4.0,996216210
43,594,5.0,848994152
43,596,5.0,848994332
45,594,4.0,950726215
45,903,4.0,951756950
45,919,3.0,950740452
45,934,3.0,950724757
45,1028,4.0,1121724907
45,1029,4.0,950726185
45,1035,5.0,1034343805
45,1282,5.0,950726185
45,1934,3.0,1021412195
45,2080,4.0,950722311
45,2087,4.0,1020802917
45,2096,4.0,950726215
45,2731,4.0,950723478
45,2947,4.0,950726657
45,3196,4.0,1021412195
45,3549,4.0,959624349
47,1203,2.5,1496205502
50,596,2.0,1514238575
50,899,4.0,1514238688
50,903,4.0,1519140456
50,909,3.0,1514239063
50,914,3.0,1527542415
50,923,4.0,1526329877
50,969,3.5,1527108544
50,1028,3.0,1527542562
50,1204,4.5,1526329645
50,1251,4.5,1534178801
50,1253,3.0,1514239041
50,1281,3.5,1514239137
50,2018,2.5,1514238955
50,2019,4.0,1533302036
50,2553,3.0,1514239563
50,2732,4.0,1518168679
50,2947,3.5,1514238648
50,3022,3.0,1514239288
50,3462,3.5,1514239123
50,4399,3.5,1533302147
50,4914,4.0,1518168710
50,6239,2.5,1518168537
50,6662,3.0,1514239274
50,7206,3.5,1518168552
50,7700,4.0,1514239814
50,7748,4.0,1514239964
50,8143,3.5,1527106239
50,32875,3.0,1514240242
50,33781,2.5,1514240162
50,93114,3.0,1514240402
50,114335,3.0,1522446443
50,174737,3.0,1514240504
50,175781,3.0,1514240519
50,179073,3.0,1514240525
51,912,3.0,1230929282
51,919,2.0,1230932502
51,934,1.0,1230930567
51,953,5.0,1230929755
51,965,5.0,1230930560
51,1014,0.5,1230931457
51,1024,4.0,1230931449
51,1267,4.0,1230929680
51,1287,3.5,1230929668
51,1301,4.5,1230930497
51,2015,4.0,1230930402
51,2183,5.0,1230931271
51,2363,2.5,1230931235
51,2454,4.0,1230930306
51,2554,4.0,1230932214
51,2634,3.0,1230932179
51,2644,3.5,1230931171
51,2661,3.0,1230932166
51,2664,4.0,1230930279
51,2951,4.0,1230930246
51,3681,4.0,1230930150
51,3959,4.5,1230930118
51,4327,4.0,1230930044
51,7757,3.5,1230931776
53,916,5.0,1237748102
53,922,5.0,1237748084
53,1256,5.0,1237748093
55,1947,0.5,1312747732
57,594,4.0,965796004
57,596,4.0,965796004
57,897,4.0,965798269
57,899,5.0,965796563
57,903,4.0,965795785
57,904,5.0,965795803
57,908,5.0,965795827
57,911,4.0,965796793
57,912,5.0,965796541
57,913,5.0,965795851
57,915,5.0,965796333
57,920,4.0,965796578
57,922,4.0,965795803
57,923,5.0,965795758
57,933,4.0,965796716
57,940,4.0,969753691
57,942,4.0,965796495
57,951,4.0,969753168
57,955,5.0,965795869
57,969,4.0,965796563
57,1028,4.0,969753499
57,1032,4.0,965796031
57,1204,5.0,965795827
57,1212,5.0,965796633
57,1226,4.0,969753168
57,1248,5.0,965796471
57,1250,5.0,965799430
57,1254,4.0,965795869
57,1256,5.0,965795827
57,1269,4.0,965796373
57,1282,4.0,965796031
57,1283,5.0,965798574
57,1284,5.0,965796495
57,1287,5.0,965798228
57,1939,4.0,965799521
57,2019,5.0,969754184
57,2067,5.0,965796605
57,2080,4.0,965796031
57,2087,4.0,965796062
57,2102,4.0,965796031
57,2202,5.0,965796793
57,2935,4.0,965795785
57,2941,3.0,965799554
57,2947,4.0,965795650
57,2949,3.0,969754215
57,2951,4.0,965798574
57,3022,5.0,965796211
57,3030,5.0,965796187
57,3334,5.0,965796471
57,3435,4.0,965795745
57,3628,4.0,965799608
57,3632,4.0,965796405
57,3643,4.0,969754552
57,3681,4.0,965798574
58,594,5.0,847719035
58,596,4.0,847719271
59,903,5.0,953610229
59,904,5.0,953610229
59,906,5.0,953610526
59,912,5.0,953609857
59,913,5.0,953609637
59,922,4.0,953609611
59,928,5.0,953610381
59,965,5.0,953610267
59,969,5.0,953609997
59,1086,4.0,953610338
59,1212,5.0,953610203
59,1219,5.0,953610203
59,1250,5.0,953609923
59,1269,5.0,953610300
59,1927,5.0,953609923
59,1944,4.0,953609954
59,2067,5.0,953609954
59,2550,5.0,953610267
59,2726,5.0,953610986
59,3075,5.0,953610300
59,3461,4.0,953608665
59,3462,5.0,953610923
59,6460,5.0,953608991
60,1203,3.0,1393542084
60,2067,3.0,1393541982
62,1203,5.0,1521822604
63,912,4.0,1443201230
63,913,4.0,1443199803
63,953,4.0,1443199729
63,969,3.0,1443199835
63,1203,4.0,1443735650
63,1262,4.0,1443199811
63,1282,4.0,1443200228
63,1945,2.5,1443200960
63,3088,4.0,1443199884
63,3435,4.0,1443200927
63,7132,4.0,1443201026
64,596,4.0,1161559642
64,908,4.0,1161528942
64,919,4.0,1161521149
64,1028,4.0,1161559800
64,1029,4.0,1161620681
64,1203,5.0,1161565961
64,1204,5.0,1161529352
64,1207,4.0,1161529233
64,1250,5.0,1161529372
64,1282,3.5,1161559559
64,1287,4.5,1161566123
64,1947,4.0,1161565966
64,2018,3.5,1161620718
64,2019,5.0,1161529020
64,2080,4.0,1161565790
64,2085,3.0,1161566028
64,2087,3.5,1161566154
64,2905,3.5,1161531147
64,3030,4.0,1161531362
64,5291,4.5,1161531091
66,903,4.5,1099187616
66,912,4.5,1104644490
66,919,3.5,1104645169
66,922,5.0,1104644777
66,953,4.0,1104645133
66,954,4.0,1099187566
66,1203,4.5,1099187301
66,1284,5.0,1099187922
66,2019,4.5,1099187456
66,2648,5.0,1104645251
66,2951,4.5,1104644503
66,5644,4.0,1104645215
66,7493,4.0,1104644703
66,7766,4.0,1113188973
68,594,3.0,1158532827
68,596,2.0,1158533784
68,902,3.5,1230498380
68,910,2.5,1268848806
68,912,4.5,1158531003
68,919,3.0,1158531038
68,920,5.0,1158532765
68,923,3.0,1252728105
68,932,4.0,1261086252
68,953,2.5,1180916203
68,1017,3.0,1275957504
68,1019,2.0,1261623837
68,1022,3.5,1158535652
68,1025,2.5,1158534087
68,1028,2.5,1158533303
68,1029,2.5,1158535800
68,1032,2.5,1261623637
68,1035,2.0,1158533497
68,1103,2.5,1269122238
68,1207,3.0,1158533138
68,1219,4.5,1158532359
68,1267,2.0,1158535378
68,1282,3.5,1230497956
68,1287,2.5,1230498461
68,1333,3.0,1158534724
68,2018,3.0,1158535536
68,2019,3.5,1158534757
68,2067,3.0,1355269823
68,2080,3.0,1158533618
68,2085,3.0,1158535301
68,2087,3.5,1158535415
68,2096,3.0,1261623516
68,2662,2.0,1261623772
68,2728,2.5,1269122085
68,2947,3.5,1158533350
68,2948,4.0,1158534014
68,2949,3.5,1158535249
68,2993,4.0,1158534022
68,3675,4.0,1180915725
68,4356,3.5,1158534278
68,4969,3.0,1267237921
68,8677,2.0,1158531657
68,50740,3.5,1271545247
68,54121,3.0,1271545670
68,70492,3.5,1346109885
69,2951,5.0,1021643494
70,953,5.0,1355198436
70,1250,4.5,1355198948
70,1253,4.0,1355184722
70,1269,3.5,1355185088
70,2366,4.5,1355184671
70,3468,5.0,1355198425
72,912,4.5,1217324689
72,2136,2.5,1217323586
72,2634,4.0,1217323832
74,903,4.5,1207502105
74,923,5.0,1207501381
74,926,5.0,1207502168
74,949,4.0,1207502365
74,1103,5.0,1207499290
74,1212,5.0,1207501258
74,1219,4.5,1207501896
74,1251,4.5,1207501291
74,2010,4.0,1207501734
74,2644,3.5,1207502341
74,3089,5.0,1207501351
74,3307,5.0,1207501386
74,5300,4.0,1207500833
74,5304,4.0,1207500356
74,5434,4.5,1207502943
74,6858,3.5,1207500694
74,7234,5.0,1207500193
74,8154,5.0,1207500133
74,8341,3.5,1207499990
75,903,1.0,1158968143
75,908,4.5,1158967045
75,912,4.0,1158967840
75,920,3.0,1158967791
75,928,4.5,1158967852
75,1204,3.5,1158989794
75,1253,4.0,1158982941
75,3681,5.0,1158990136
75,5008,4.0,1158968122
76,923,1.5,1439168706
76,953,2.0,1439167723
76,1250,3.0,1439167355
76,2019,4.0,1439166434
76,2731,2.0,1439167380
79,2019,5.0,975281842
79,2947,5.0,975281975
79,3062,4.0,975281934
82,2948,3.0,1084465162
83,916,5.0,1332840258
83,923,3.5,1332840063
83,1204,3.0,1333843536
83,1250,3.0,1332840227
83,1282,4.5,1333843474
83,2728,2.5,1333842742
83,3462,3.0,1333843530
83,5291,4.0,1332839904
84,898,5.0,860397176
84,899,4.0,858773054
84,900,4.0,860397352
84,902,4.0,858772779
84,904,4.0,858772543
84,908,4.0,858772641
84,909,3.0,860397278
84,910,3.0,858773054
84,912,4.0,860397090
84,914,4.0,858772733
84,915,3.0,860397323
84,916,3.0,860397294
84,919,5.0,858772586
84,920,4.0,858772515
84,922,4.0,860397228
84,923,4.0,858772354
84,926,5.0,858773023
84,931,3.0,860397409
84,932,4.0,860397438
84,933,4.0,860397352
84,934,3.0,860397438
84,948,4.0,860397409
84,951,4.0,860397323
84,953,3.0,858772760
84,954,4.0,860397244
84,955,4.0,860397306
84,971,3.0,860397365
84,1013,3.0,860397477
84,1018,3.0,860398823
84,1028,4.0,858772136
84,1035,5.0,860397090
84,1103,4.0,858771931
84,1104,4.0,860397100
84,1203,4.0,858772641
84,1207,4.0,858772565
84,1219,4.0,858772845
84,1267,5.0,860397144
84,1269,4.0,860397207
84,1333,3.0,860397335
85,1207,5.0,889468122
85,1237,5.0,889468402
88,8677,0.5,1331421241
89,898,4.0,1520408274
89,899,1.5,1520408297
89,901,1.5,1520408436
89,902,1.0,1520408324
89,905,3.0,1520408275
89,909,2.5,1520408308
89,910,1.5,1520408296
89,911,2.5,1520408306
89,915,2.0,1520408307
89,916,3.5,1520408299
89,918,3.0,1520408424
89,936,2.5,1520408345
89,945,4.0,1520408345
89,946,0.5,1520408337
89,947,1.5,1520408347
89,950,3.0,1520408274
89,951,3.5,1520408278
89,954,3.5,1520408307
89,955,3.0,1520408312
89,1256,1.5,1520408347
89,1269,2.5,1520408303
89,2085,3.0,1520408589
89,2935,1.0,1520408337
89,2936,3.5,1520408335
89,3022,2.0,1520408342
89,3061,2.0,1520408546
89,3088,0.5,1520408325
89,3097,2.0,1520408343
89,3307,2.0,1520408276
89,3315,4.5,1520409333
89,3462,1.0,1520408276
89,3549,3.5,1520408756
89,3599,3.5,1520408480
89,3604,0.5,1520408880
89,3606,3.5,1520408805
89,6650,1.0,1520408336
89,6783,3.0,1520408424
89,7067,2.5,1520408619
89,7209,2.5,1520408598
89,8154,3.0,1520408569
89,25887,5.0,1520409386
89,31851,3.0,1520409522
89,32060,3.0,1520409649
89,35807,4.0,1520409409
89,47736,5.0,1520409001
89,48649,4.5,1520409441
89,67888,4.5,1520409094
89,74342,4.5,1520409505
89,83969,5.0,1520409380
89,84246,4.5,1520409459
89,84512,5.0,1520409383
89,91666,4.0,1520409104
89,95843,5.0,1520409017
89,116718,3.5,1520409655
89,121338,4.5,1520409119
89,121342,3.5,1520409121
89,127052,2.5,1520408282
89,176621,2.0,1520408791
89,182293,4.0,1520408961
89,182297,4.0,1520408949
89,182299,4.0,1520408882
91,594,3.0,1112711217
91,903,4.0,1112712251
91,904,2.5,1112713615
91,908,3.0,1112710923
91,912,4.0,1112712320
91,919,3.0,1112713366
91,920,2.5,1112713503
91,923,4.0,1112710903
91,1028,3.0,1112713728
91,1035,2.0,1112713738
91,1207,3.0,1112712199
91,1219,5.0,1112710880
91,1253,3.5,1112713147
91,1262,3.5,1112712861
91,1337,4.5,1112712688
91,1340,3.0,1112712515
91,2019,4.5,1112711080
91,2096,3.0,1112718163
91,2287,3.5,1112712705
91,2651,1.0,1112717546
91,2654,2.0,1112712571
91,2782,2.0,1112717616
91,2784,3.0,1112712664
91,2947,4.5,1112713096
91,2949,3.0,1112711518
91,2993,3.0,1112716680
91,3153,4.0,1112711869
91,3681,4.0,1112712864
91,4327,2.5,1112712909
91,4800,2.5,1112717828
91,5640,3.0,1112717816
91,6461,3.5,1112711560
91,6629,4.0,1112712652
91,8507,2.5,1112713025
92,2085,3.5,1294941801
92,2087,4.5,1294941405
92,2398,4.0,1294941484
92,2454,4.0,1294941568
92,2664,3.5,1294941533
95,913,4.0,1043340225
95,2010,3.5,1105400816
95,2085,4.0,1043339777
95,4954,4.0,1043340248
96,1942,5.0,964773851
96,2947,3.0,964772764
96,2948,3.0,964772778
97,2019,3.0,1043381994
98,904,5.0,1532458324
98,1207,4.0,1532458353
98,1219,5.0,1532458204
98,1333,3.0,1532458388
100,594,3.0,1100183782
100,899,4.5,1100184112
100,900,4.0,1100184329
100,914,4.0,1100184107
100,916,4.5,1100184150
100,919,4.5,1100183748
100,920,4.0,1100184140
100,923,3.5,1100185889
100,932,4.0,1100184244
100,933,4.0,1100184156
100,934,4.5,1100186407
100,1028,4.5,1100185898
100,1035,4.0,1100185894
100,1203,4.0,1100186395
100,6183,4.5,1100184242
100,6785,4.5,1100184338
103,596,4.5,1431957572
103,912,5.0,1431954433
103,920,4.5,1431957405
103,923,4.0,1477519255
103,953,4.0,1431954365
103,969,4.0,1431957809
103,1012,4.0,1431970102
103,1025,4.0,1431969093
103,1028,4.0,1431957550
103,1029,4.0,1431957926
103,1032,4.5,1431968181
103,1035,4.0,1431957547
103,1282,3.5,1431957628
103,1945,4.0,1522172361
103,2018,3.5,1522172366
103,2080,3.5,1431957821
103,2087,5.0,1431968251
103,2096,4.0,1431968485
103,2951,4.5,1431968489
103,3468,5.0,1431969791
103,3681,5.0,1431969554
104,594,4.0,1048590891
104,901,4.0,1048589829
104,914,4.0,1048586285
104,918,3.5,1257078112
104,919,3.0,1090595804
104,934,3.5,1053336487
104,936,3.5,1056228966
104,938,3.0,1161675732
104,1022,4.0,1048590907
104,1253,3.0,1048795314
104,1947,4.0,1048590891
104,2080,3.5,1356553966
104,3675,3.5,1257078093
104,6030,2.0,1048591010
104,6579,4.5,1060454905
104,7050,4.0,1292699703
104,25937,3.5,1257078081
105,903,4.0,1447579797
105,904,4.5,1447574553
105,905,4.0,1448195403
105,909,4.0,1447574396
105,912,4.0,1447574048
105,914,4.0,1448214363
105,915,4.0,1448214365
105,922,4.0,1448195659
105,923,4.0,1447574060
105,926,4.0,1447574054
105,935,4.0,1526207027
105,1178,4.0,1447574111
105,1203,4.5,1447574052
105,1207,4.0,1448168239
105,1219,4.5,1447574141
105,1260,4.0,1447574222
105,1281,5.0,1447574313
105,2019,4.5,1447574114
105,2351,4.0,1448195464
105,2731,4.0,1448195454
105,3089,4.5,1447411266
105,3306,4.5,1447411512
105,3307,5.0,1447574090
105,3462,4.5,1446618508
105,3629,4.5,1446621883
105,3632,5.0,1447574450
105,3681,3.5,1446621926
105,3742,4.0,1446618693
105,4325,4.0,1448196310
105,5291,4.0,1446572194
105,5373,4.0,1447579895
105,6433,5.0,1446572504
105,6643,3.5,1448214183
105,6777,3.5,1446572512
105,6985,4.5,1446572291
105,8197,4.0,1446572822
105,26082,4.0,1446573129
105,32892,5.0,1446610372
105,107159,4.0,1446610642
105,127052,5.0,1447411223
105,133716,4.5,1526208028
105,134849,4.0,1447574669
105,147196,5.0,1526207040
105,172793,5.0,1526208125
105,174551,5.0,1526207135
108,926,3.0,1042839569
108,1204,5.0,1042839907
108,2947,3.0,1042841018
109,1032,3.0,841152033
110,909,4.0,1175329520
110,910,4.5,1175330185
110,1281,4.5,1175329986
110,3462,3.5,1175330045
110,3629,4.0,1175329983
111,1028,4.0,1517441192
111,1032,3.5,1518661672
111,1282,4.0,1518661649
113,902,5.0,980306846
113,903,4.0,980307343
113,904,5.0,980307343
113,909,4.0,980307093
113,912,5.0,980307023
113,915,5.0,980306937
113,916,5.0,980306890
113,932,5.0,980306923
113,933,5.0,980306890
113,943,5.0,980307023
113,969,5.0,980306890
113,1013,5.0,980307165
113,1014,5.0,980307201
113,1018,3.0,980307261
113,1086,4.0,980307343
113,1282,4.0,980051320
113,1944,4.0,980306890
113,2067,5.0,980306846
113,2080,5.0,980306890
113,2184,4.0,980307343
113,3217,3.0,980051263
113,3468,4.0,980307140
113,3546,5.0,980307165
113,3675,4.0,980051480
115,594,3.0,944958085
115,919,4.0,944958086
115,2947,4.0,959801072
116,899,3.0,1337195933
116,920,1.0,1337200265
116,1029,3.0,1337195966
116,1035,5.0,1337200404
116,1219,2.5,1337199455
116,2080,3.5,1337195923
116,4792,2.5,1337197329
117,594,4.0,844163204
117,596,4.0,844163454
117,1022,4.0,844163734
117,1028,4.0,844163734
117,1035,4.0,844163615
118,1104,4.0,944924487
122,923,5.0,1461562092
122,1219,4.0,1461561765
122,1237,5.0,1461562724
122,3089,5.0,1461562948
122,3462,5.0,1461562327
127,903,3.0,1263527011
127,910,4.0,1263527087
127,913,5.0,1263527066
127,1947,4.0,1263527174
128,898,5.0,899032763
128,904,5.0,899033229
128,905,5.0,899033229
128,908,5.0,899032847
128,911,4.0,899033506
128,912,5.0,899032763
128,923,4.0,899033269
128,926,5.0,899033362
128,935,5.0,899032806
128,940,5.0,899032847
128,942,4.0,899033506
128,943,4.0,899033565
128,945,5.0,899033565
128,965,4.0,899033362
128,1066,5.0,899032763
128,1284,5.0,899033642
131,908,4.0,1349839865
131,969,3.5,1349840182
131,1104,4.5,1349838654
132,594,3.0,1157922805
132,596,2.0,1157923028
132,899,4.0,1157923354
132,902,3.0,1157923328
132,904,4.0,1157919926
132,910,4.0,1157923212
132,912,3.0,1157920920
132,914,3.0,1157923450
132,915,2.5,1174934846
132,916,3.5,1157979635
132,919,3.5,1157922721
132,920,3.0,1157919867
132,1028,4.0,1157923009
132,1035,3.5,1157922959
132,1219,4.0,1157922823
132,1333,2.0,1163148030
132,2729,3.0,1329983732
135,912,4.0,1009694264
135,919,5.0,1009693267
135,1203,5.0,1009694318
137,903,4.0,1204859803
137,904,4.0,1204859703
137,908,4.5,1204859724
137,910,4.0,1204859856
137,912,5.0,1204859738
137,913,4.5,1204859769
137,919,5.0,1204859924
137,922,5.0,1204859734
137,923,5.0,1204859839
137,928,3.5,1204859833
137,951,5.0,1204859789
137,953,4.0,1204859888
137,954,4.5,1204859817
137,955,3.0,1204859912
137,969,4.0,1204859884
137,1022,3.0,1204859023
137,1203,4.5,1204859709
137,1204,5.0,1204859766
137,1207,3.0,1204859752
137,1219,5.0,1204859799
137,1237,4.5,1204863783
137,1250,5.0,1204859761
137,1253,3.5,1204859846
137,1260,3.0,1204859794
137,1262,3.0,1204859696
137,1267,3.5,1204859004
137,1301,4.0,1204859933
137,1927,4.5,1204863712
137,2648,3.5,1204863751
137,2940,4.0,1204863839
137,3462,4.0,1204863614
137,3742,4.0,1204859928
137,5177,4.0,1204863704
137,6650,5.0,1204863597
137,6986,3.0,1204859931
137,8228,4.5,1204859721
137,26084,4.0,1204859960
138,898,5.0,1222676107
138,1019,5.0,1222676090
140,912,4.0,1085569768
140,914,4.0,942841652
140,919,4.0,1085569784
140,920,5.0,1055092887
140,953,3.0,942842215
140,969,4.0,942842265
140,1013,4.0,1021899112
140,1017,4.0,1021899101
140,1019,4.0,1055092562
140,1028,4.0,1021899012
140,1035,5.0,1021898963
140,1083,3.0,1032258931
140,1204,5.0,942841471
140,1250,5.0,942841937
140,1262,5.0,942841394
140,1344,3.0,952101286
140,2019,4.0,942842814
140,2067,4.0,1010775624
140,2085,4.0,1021899051
140,2398,3.0,942841394
140,2947,4.0,1021898943
140,2948,3.0,1021898980
140,2951,4.0,942842814
140,3030,1.0,1117729296
140,3062,4.0,1021898980
140,3654,4.0,960561697
140,3681,4.0,960561697
140,3737,4.0,960561709
140,3873,4.0,1021899051
140,4042,4.0,1021899101
140,4187,4.0,1055092250
140,4327,5.0,993208194
140,4339,4.0,993208220
140,4795,4.0,1021899069
140,4799,3.0,1021899069
140,4921,4.0,1117729748
140,5291,1.0,1117729298
140,5899,3.0,1084272976
140,6448,4.0,1058312818
140,6461,4.5,1058312855
140,6669,1.0,1117729292
140,8199,1.0,1117729294
144,1028,4.5,1137324274
144,1035,4.5,1137324278
144,2728,3.5,1136813082
146,2018,3.5,1312507741
146,2085,4.0,1312508159
147,596,3.0,1203267730
149,1253,5.0,902084874
149,1334,4.0,902085141
152,904,4.0,1450572466
152,908,4.0,1450572513
152,1203,5.0,1450572515
152,1207,4.5,1450572522
153,1028,2.0,1525552032
153,2080,2.0,1525552210
155,2948,3.0,961860688
156,898,5.0,939853337
156,904,5.0,940290635
156,905,5.0,939853546
156,908,5.0,940290635
156,910,5.0,939854008
156,912,5.0,946798960
156,913,5.0,946798252
156,915,3.0,946799588
156,919,4.0,941922678
156,920,3.0,941922678
156,922,4.0,1106854096
156,923,5.0,939884805
156,930,5.0,939854531
156,933,5.0,946799400
156,936,5.0,939853418
