movieId,title,genres,year
1076,"Innocents, The (1961)",Drama|Horror|Thriller,1961.0
1083,"Great Race, The (1965)",Comedy|Musical,1965.0
1085,"Old Man and the Sea, The (1958)",Adventure|Drama,1958.0
1086,Dial M for Murder (1954),Crime|Mystery|Thriller,1954.0
1099,"Christmas Carol, A (1938)",Children|Drama|Fantasy,1938.0
1103,Rebel Without a Cause (1955),Drama,1955.0
1104,"Streetcar Named Desire, A (1951)",Drama,1951.0
1156,"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",Drama,1944.0
1178,Paths of Glory (1957),Drama|War,1957.0
1203,12 Angry Men (1957),Drama,1957.0
1204,Lawrence of Arabia (1962),Adventure|Drama|War,1962.0
1207,To Kill a Mockingbird (1962),Drama,1962.0
1212,"Third Man, The (1949)",Film-Noir|Mystery|Thriller,1949.0
1219,Psycho (1960),Crime|Horror,1960.0
1226,"Quiet Man, The (1952)",Drama|Romance,1952.0
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,1957.0
1248,Touch of Evil (1958),Crime|Film-Noir|Thriller,1958.0
1250,"Bridge on the River Kwai, The (1957)",Adventure|Drama|War,1957.0
1251,8 1/2 (8½) (1963),Drama|Fantasy,1963.0
1253,"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,1951.0
1254,"Treasure of the Sierra Madre, The (1948)",Action|Adventure|Drama|Western,1948.0
1256,Duck Soup (1933),Comedy|Musical|War,1933.0
1260,M (1931),Crime|Film-Noir|Thriller,1931.0
1262,"Great Escape, The (1963)",Action|Adventure|Drama|War,1963.0
1267,"Manchurian Candidate, The (1962)",Crime|Thriller|War,1962.0
1269,Arsenic and Old Lace (1944),Comedy|Mystery|Thriller,1944.0
1281,"Great Dictator, The (1940)",Comedy|Drama|War,1940.0
1282,Fantasia (1940),Animation|Children|Fantasy|Musical,1940.0
1283,High Noon (1952),Drama|Western,1952.0
1284,"Big Sleep, The (1946)",Crime|Film-Noir|Mystery,1946.0
1287,Ben-Hur (1959),Action|Adventure|Drama,1959.0
1301,Forbidden Planet (1956),Drama|Sci-Fi,1956.0
1333,"Birds, The (1963)",Horror|Thriller,1963.0
1334,"Blob, The (1958)",Horror|Sci-Fi,1958.0
1337,"Body Snatcher, The (1945)",Drama|Horror|Thriller,1945.0
1340,"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,1935.0
1344,Cape Fear (1962),Crime|Drama|Thriller,1962.0
1572,"Contempt (Mépris, Le) (1963)",Drama,1963.0
1924,Plan 9 from Outer Space (1959),Horror|Sci-Fi,1959.0
1926,"Broadway Melody, The (1929)",Musical,1929.0
1927,All Quiet on the Western Front (1930),Action|Drama|War,1930.0
1928,Cimarron (1931),Drama|Western,1931.0
1929,Grand Hotel (1932),Drama|Romance,1932.0
1931,Mutiny on the Bounty (1935),Adventure|Drama,1935.0
1932,"Great Ziegfeld, The (1936)",Drama|Musical,1936.0
1933,"Life of Emile Zola, The (1937)",Drama,1937.0
1934,You Can't Take It with You (1938),Comedy|Romance,1938.0
1936,Mrs. Miniver (1942),Drama|War,1942.0
1937,Going My Way (1944),Comedy|Drama|Musical,1944.0
1938,"Lost Weekend, The (1945)",Drama,1945.0
1939,"Best Years of Our Lives, The (1946)",Drama|War,1946.0
1940,Gentleman's Agreement (1947),Drama,1947.0
1941,Hamlet (1948),Drama,1948.0
1942,All the King's Men (1949),Drama,1949.0
1944,From Here to Eternity (1953),Drama|Romance|War,1953.0
1945,On the Waterfront (1954),Crime|Drama,1954.0
1946,Marty (1955),Drama|Romance,1955.0
1947,West Side Story (1961),Drama|Musical|Romance,1961.0
1948,Tom Jones (1963),Adventure|Comedy|Romance,1963.0
2010,Metropolis (1927),Drama|Sci-Fi,1927.0
2015,"Absent-Minded Professor, The (1961)",Children|Comedy|Fantasy,1961.0
2017,Babes in Toyland (1961),Children|Fantasy|Musical,1961.0
2018,Bambi (1942),Animation|Children|Drama,1942.0
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,1954.0
2043,Darby O'Gill and the Little People (1959),Adventure|Children|Fantasy,1959.0
2056,In Search of the Castaways (1962),Adventure|Children,1962.0
2057,"Incredible Journey, The (1963)",Adventure|Children,1963.0
2066,Out of the Past (1947),Film-Noir,1947.0
2067,Doctor Zhivago (1965),Drama|Romance|War,1965.0
2080,Lady and the Tramp (1955),Animation|Children|Comedy|Romance,1955.0
2085,101 Dalmatians (One Hundred and One Dalmatians) (1961),Adventure|Animation|Children,1961.0
2087,Peter Pan (1953),Animation|Children|Fantasy|Musical,1953.0
2096,Sleeping Beauty (1959),Animation|Children|Musical,1959.0
2098,Son of Flubber (1963),Children|Comedy,1963.0
2099,Song of the South (1946),Adventure|Animation|Children|Musical,1946.0
2102,Steamboat Willie (1928),Animation|Children|Comedy|Musical,1928.0
2136,"Nutty Professor, The (1963)",Comedy|Sci-Fi,1963.0
2176,Rope (1948),Crime|Drama|Thriller,1948.0
2181,Marnie (1964),Drama|Mystery|Romance|Thriller,1964.0
2182,"Wrong Man, The (1956)",Drama|Film-Noir|Thriller,1956.0
2183,"Man Who Knew Too Much, The (1956)",Adventure|Drama|Mystery|Thriller,1956.0
2184,"Trouble with Harry, The (1955)",Comedy|Mystery,1955.0
2185,I Confess (1953),Thriller,1953.0
2186,Strangers on a Train (1951),Crime|Drama|Film-Noir|Thriller,1951.0
2187,Stage Fright (1950),Mystery|Romance|Thriller,1950.0
2201,"Paradine Case, The (1947)",Drama,1947.0
2202,Lifeboat (1944),Drama|War,1944.0
2203,Shadow of a Doubt (1943),Crime|Drama|Thriller,1943.0
2204,Saboteur (1942),Mystery|Thriller,1942.0
2205,Mr. & Mrs. Smith (1941),Comedy|Romance,1941.0
2206,Suspicion (1941),Film-Noir|Mystery|Thriller,1941.0
2207,Jamaica Inn (1939),Drama,1939.0
2208,"Lady Vanishes, The (1938)",Drama|Mystery|Thriller,1938.0
2210,Sabotage (1936),Thriller,1936.0
2211,Secret Agent (1936),Thriller,1936.0
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,1934.0
2226,"Ring, The (1927)",Drama,1927.0
2227,"Lodger: A Story of the London Fog, The (1927)",Crime|Drama|Thriller,1927.0
2287,Them! (1954),Horror|Sci-Fi|Thriller,1954.0
2351,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",Drama,1957.0
2362,Glen or Glenda (1953),Drama,1953.0
2363,Godzilla (Gojira) (1954),Drama|Horror|Sci-Fi,1954.0
2365,King Kong vs. Godzilla (Kingukongu tai Gojira) (1962),Action|Sci-Fi,1962.0
2366,King Kong (1933),Action|Adventure|Fantasy|Horror,1933.0
2398,Miracle on 34th Street (1947),Comedy|Drama,1947.0
2430,Mighty Joe Young (1949),Adventure|Children|Drama,1949.0
2454,"Fly, The (1958)",Horror|Mystery|Sci-Fi,1958.0
2488,Peeping Tom (1960),Drama|Horror|Thriller,1960.0
2550,"Haunting, The (1963)",Horror|Thriller,1963.0
2553,Village of the Damned (1960),Horror|Sci-Fi|Thriller,1960.0
2554,Children of the Damned (1963),Horror|Sci-Fi|Thriller,1963.0
2565,"King and I, The (1956)",Drama|Musical|Romance,1956.0
2612,Mildred Pierce (1945),Drama|Film-Noir,1945.0
2632,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Adventure|Drama|Mystery,1965.0
2633,"Mummy, The (1932)",Horror|Romance,1932.0
2634,"Mummy, The (1959)",Horror,1959.0
2644,Dracula (1931),Horror,1931.0
2648,Frankenstein (1931),Drama|Horror|Sci-Fi,1931.0
2651,Frankenstein Meets the Wolf Man (1943),Horror,1943.0
2652,"Curse of Frankenstein, The (1957)",Horror,1957.0
2654,"Wolf Man, The (1941)",Drama|Fantasy|Horror,1941.0
2656,Tarantula (1955),Horror|Sci-Fi,1955.0
2660,"Thing from Another World, The (1951)",Horror|Sci-Fi,1951.0
2661,It Came from Outer Space (1953),Sci-Fi,1953.0
2662,"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,1953.0
2664,Invasion of the Body Snatchers (1956),Horror|Sci-Fi|Thriller,1956.0
2665,Earth vs. the Flying Saucers (1956),Sci-Fi,1956.0
2669,Pork Chop Hill (1959),War,1959.0
2670,Run Silent Run Deep (1958),War,1958.0
2726,"Killing, The (1956)",Crime|Film-Noir,1956.0
2727,Killer's Kiss (1955),Crime|Film-Noir,1955.0
2728,Spartacus (1960),Action|Drama|Romance|War,1960.0
2729,Lolita (1962),Drama|Romance,1962.0
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,1959.0
2732,Jules and Jim (Jules et Jim) (1961),Drama|Romance,1961.0
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,1960.0
2782,Pit and the Pendulum (1961),Horror,1961.0
2784,"Masque of the Red Death, The (1964)",Horror,1964.0
2820,Hamlet (1964),Drama,1964.0
2847,Only Angels Have Wings (1939),Adventure|Drama|Romance,1939.0
2848,"Othello (Tragedy of Othello: The Moor of Venice, The) (1952)",Drama,1952.0
2856,I Saw What You Did (1965),Thriller,1965.0
2863,"Hard Day's Night, A (1964)",Adventure|Comedy|Musical,1964.0
2874,"Pajama Game, The (1957)",Comedy|Musical|Romance,1957.0
2899,Gulliver's Travels (1939),Adventure|Animation|Children,1939.0
2905,Sanjuro (Tsubaki Sanjûrô) (1962),Action|Adventure|Drama,1962.0
2927,Brief Encounter (1946),Drama|Romance,1946.0
2935,"Lady Eve, The (1941)",Comedy|Romance,1941.0
2936,Sullivan's Travels (1941),Adventure|Comedy|Romance,1941.0
2937,"Palm Beach Story, The (1942)",Comedy,1942.0
2939,Niagara (1953),Drama|Thriller,1953.0
2940,Gilda (1946),Drama|Film-Noir|Mystery|Romance,1946.0
2941,South Pacific (1958),Musical|Romance|War,1958.0
2946,Help! (1965),Comedy|Musical,1965.0
2947,Goldfinger (1964),Action|Adventure|Thriller,1964.0
2948,From Russia with Love (1963),Action|Adventure|Thriller,1963.0
2949,Dr. No (1962),Action|Adventure|Thriller,1962.0
2951,"Fistful of Dollars, A (Per un pugno di dollari) (1964)",Action|Western,1964.0
2967,"Bad Seed, The (1956)",Drama|Thriller,1956.0
2983,"Ipcress File, The (1965)",Thriller,1965.0
2993,Thunderball (1965),Action|Adventure|Thriller,1965.0
3022,"General, The (1926)",Comedy|War,1926.0
3030,Yojimbo (1961),Action|Adventure,1961.0
3035,Mister Roberts (1955),Comedy|Drama|War,1955.0
3038,"Face in the Crowd, A (1957)",Drama,1957.0
3061,Holiday Inn (1942),Comedy|Musical,1942.0
3062,"Longest Day, The (1962)",Action|Drama|War,1962.0
3073,"Sandpiper, The (1965)",Drama|Romance,1965.0
3075,Repulsion (1965),Drama|Horror,1965.0
3076,Irma la Douce (1963),Comedy,1963.0
3086,Babes in Toyland (1934),Children|Comedy|Fantasy|Musical,1934.0
3088,Harvey (1950),Comedy|Fantasy,1950.0
3089,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),Drama,1948.0
3095,"Grapes of Wrath, The (1940)",Drama,1940.0
3096,My Man Godfrey (1957),Comedy,1957.0
3097,"Shop Around the Corner, The (1940)",Comedy|Drama|Romance,1940.0
3134,Grand Illusion (La grande illusion) (1937),Drama|War,1937.0
3153,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,1958.0
3171,Room at the Top (1959),Drama,1959.0
3196,Stalag 17 (1953),Drama|War,1953.0
3217,"Star Is Born, A (1937)",Drama,1937.0
3224,Woman in the Dunes (Suna no onna) (1964),Drama,1964.0
3306,"Circus, The (1928)",Comedy,1928.0
3307,City Lights (1931),Comedy|Drama|Romance,1931.0
3315,Happy Go Lovely (1951),Musical,1951.0
3330,Splendor in the Grass (1961),Drama|Romance,1961.0
3334,Key Largo (1948),Crime|Drama|Film-Noir|Thriller,1948.0
3341,Born Yesterday (1950),Comedy,1950.0
3344,Blood Feast (1963),Horror,1963.0
3350,"Raisin in the Sun, A (1961)",Drama,1961.0
3364,"Asphalt Jungle, The (1950)",Crime|Film-Noir,1950.0
3365,"Searchers, The (1956)",Drama|Western,1956.0
3368,"Big Country, The (1958)",Romance|Western,1958.0
3379,On the Beach (1959),Drama,1959.0
3404,Titanic (1953),Action|Drama,1953.0
3405,"Night to Remember, A (1958)",Action|Drama,1958.0
3406,Captain Horatio Hornblower R.N. (1951),Action|Adventure|Drama|War,1951.0
3414,Love Is a Many-Splendored Thing (1955),Drama|Romance|War,1955.0
3417,"Crimson Pirate, The (1952)",Adventure|Comedy,1952.0
3435,Double Indemnity (1944),Crime|Drama|Film-Noir,1944.0
3447,"Good Earth, The (1937)",Drama,1937.0
3461,Lord of the Flies (1963),Adventure|Drama|Thriller,1963.0
3462,Modern Times (1936),Comedy|Drama|Romance,1936.0
3467,Hud (1963),Drama|Western,1963.0
3468,"Hustler, The (1961)",Drama,1961.0
3469,Inherit the Wind (1960),Drama,1960.0
3475,"Place in the Sun, A (1951)",Drama|Romance,1951.0
3492,"Son of the Sheik, The (1926)",Adventure|Comedy|Romance,1926.0
3516,"Bell, Book and Candle (1958)",Comedy|Fantasy|Romance,1958.0
3546,What Ever Happened to Baby Jane? (1962),Drama|Horror|Thriller,1962.0
3548,Auntie Mame (1958),Comedy|Drama,1958.0
3549,Guys and Dolls (1955),Comedy|Musical|Romance,1955.0
3559,Limelight (1952),Comedy|Drama|Romance,1952.0
3599,Anchors Aweigh (1945),Comedy|Musical,1945.0
3604,Gypsy (1962),Musical,1962.0
3606,On the Town (1949),Comedy|Musical|Romance,1949.0
3627,Carnival of Souls (1962),Horror|Thriller,1962.0
3628,Flying Tigers (1942),Action|Drama|Romance|War,1942.0
3629,"Gold Rush, The (1925)",Adventure|Comedy|Romance,1925.0
3632,Monsieur Verdoux (1947),Comedy|Crime,1947.0
3634,Seven Days in May (1964),Thriller,1964.0
3640,"King in New York, A (1957)",Comedy|Drama,1957.0
3643,"Fighting Seabees, The (1944)",Action|Drama|War,1944.0
3648,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)",Horror|Sci-Fi,1957.0
3654,"Guns of Navarone, The (1961)",Action|Adventure|Drama|War,1961.0
3675,White Christmas (1954),Comedy|Musical|Romance,1954.0
3678,"Man with the Golden Arm, The (1955)",Drama,1955.0
3681,For a Few Dollars More (Per qualche dollaro in più) (1965),Action|Drama|Thriller|Western,1965.0
3736,"Ace in the Hole (Big Carnival, The) (1951)",Drama,1951.0
3737,Lonely Are the Brave (1962),Drama|Western,1962.0
3739,Trouble in Paradise (1932),Comedy|Romance,1932.0
3742,Battleship Potemkin (1925),Drama|War,1925.0
3789,"Pawnbroker, The (1964)",Drama,1964.0
3792,Duel in the Sun (1946),Drama|Romance|Western,1946.0
3801,Anatomy of a Murder (1959),Drama|Mystery,1959.0
3808,"Two Women (Ciociara, La) (1960)",Drama|War,1960.0
3832,"Black Sabbath (Tre volti della paura, I) (1963)",Horror,1963.0
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi,1962.0
3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama,1956.0
3849,The Spiral Staircase (1945),Horror|Mystery|Thriller,1945.0
3870,Our Town (1940),Drama,1940.0
3871,Shane (1953),Drama|Western,1953.0
3872,"Suddenly, Last Summer (1959)",Drama,1959.0
3873,Cat Ballou (1965),Comedy|Western,1965.0
3922,Bikini Beach (1964),Comedy,1964.0
3926,Voyage to the Bottom of the Sea (1961),Adventure|Sci-Fi,1961.0
3928,Abbott and Costello Meet Frankenstein (1948),Comedy|Horror,1948.0
3929,"Bank Dick, The (1940)",Comedy,1940.0
3930,"Creature from the Black Lagoon, The (1954)",Adventure|Horror|Sci-Fi,1954.0
3932,"Invisible Man, The (1933)",Horror|Sci-Fi,1933.0
3933,"Killer Shrews, The (1959)",Horror|Sci-Fi,1959.0
3959,"Time Machine, The (1960)",Action|Adventure|Sci-Fi,1960.0
3963,"Unsinkable Molly Brown, The (1964)",Musical,1964.0
3964,"Adventures of Ichabod and Mr. Toad, The (1949)",Animation|Children,1949.0
3965,"Strange Love of Martha Ivers, The (1946)",Drama|Film-Noir,1946.0
3966,Detour (1945),Crime|Film-Noir,1945.0
4042,"Alamo, The (1960)",Action|Drama|War|Western,1960.0
4046,Friendly Persuasion (1956),Drama,1956.0
4051,Horrors of Spider Island (Ein Toter Hing im Netz) (1960),Horror|Sci-Fi,1960.0
4178,Of Mice and Men (1939),Drama,1939.0
4184,"Bishop's Wife, The (1947)",Comedy|Drama|Romance,1947.0
4187,Lilies of the Field (1963),Drama,1963.0
4189,"Greatest Story Ever Told, The (1965)",Drama,1965.0
4190,Elmer Gantry (1960),Drama,1960.0
4194,I Know Where I'm Going! (1945),Drama|Romance|War,1945.0
4263,Days of Wine and Roses (1962),Drama,1962.0
4278,Triumph of the Will (Triumph des Willens) (1934),Documentary,1934.0
4294,"5,000 Fingers of Dr. T, The (1953)",Children|Fantasy|Musical,1953.0
4298,Rififi (Du rififi chez les hommes) (1955),Crime|Film-Noir|Thriller,1955.0
4323,"Horse Soldiers, The (1959)",Adventure|War|Western,1959.0
4325,"Night, The (Notte, La) (1960)",Drama,1960.0
4327,"Magnificent Seven, The (1960)",Adventure|Western,1960.0
4329,Rio Bravo (1959),Western,1959.0
4338,Twelve O'Clock High (1949),Drama|War,1949.0
4339,Von Ryan's Express (1965),Action|Adventure|Drama|War,1965.0
4356,Gentlemen Prefer Blondes (1953),Comedy|Musical|Romance,1953.0
4357,How to Marry a Millionaire (1953),Comedy|Drama|Romance,1953.0
4359,"Seven Year Itch, The (1955)",Comedy,1955.0
4394,Beach Blanket Bingo (1965),Comedy|Musical,1965.0
4395,Big Deal on Madonna Street (I Soliti Ignoti) (1958),Comedy|Crime,1958.0
4399,"Diary of a Chambermaid (Journal d'une femme de chambre, Le) (1964)",Comedy|Drama,1964.0
4402,Dr. Goldfoot and the Bikini Machine (1965),Comedy,1965.0
4403,"Fall of the House of Usher, The (House of Usher) (1960)",Horror,1960.0
4404,Faust (1926),Drama|Fantasy|Horror,1926.0
4406,"Man Who Shot Liberty Valance, The (1962)",Crime|Drama|Western,1962.0
4419,All That Heaven Allows (1955),Drama|Romance,1955.0
4420,"Barefoot Contessa, The (1954)",Drama,1954.0
4426,Kiss Me Deadly (1955),Film-Noir,1955.0
4428,"Misfits, The (1961)",Comedy|Drama|Romance|Western,1961.0
4429,Moby Dick (1956),Drama,1956.0
4432,Sweet Smell of Success (1957),Drama|Film-Noir,1957.0
4433,Written on the Wind (1956),Drama,1956.0
4434,"10th Victim, The (La decima vittima) (1965)",Action|Comedy|Sci-Fi|Thriller,1965.0
4687,Billy Liar (1963),Comedy,1963.0
4704,Hatari! (1962),Adventure|Comedy,1962.0
4792,13 Ghosts (1960),Horror,1960.0
4795,Father Goose (1964),Adventure|Comedy|Romance|War,1964.0
4796,"Grass Is Greener, The (1960)",Comedy|Romance,1960.0
4798,Indiscreet (1958),Comedy|Romance,1958.0
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,1963.0
4800,King Solomon's Mines (1937),Action|Adventure|Drama|Romance|Thriller,1937.0
4801,"Little Foxes, The (1941)",Drama,1941.0
4802,Operation Petticoat (1959),Action|Comedy|Romance|War,1959.0
4804,Pocketful of Miracles (1961),Comedy|Drama,1961.0
4813,When Worlds Collide (1951),Sci-Fi,1951.0
4914,Breathless (À bout de souffle) (1960),Crime|Drama|Romance,1960.0
4920,"Now, Voyager (1942)",Drama|Romance,1942.0
4921,Little Women (1933),Drama|Romance,1933.0
4942,"Angry Red Planet, The (1959)",Sci-Fi,1959.0
4954,Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,1960.0
4966,"Incredible Shrinking Man, The (1957)",Sci-Fi|Thriller,1957.0
4969,And Then There Were None (1945),Crime|Mystery,1945.0
4970,"Blue Angel, The (Blaue Engel, Der) (1930)",Drama,1930.0
4998,"Defiant Ones, The (1958)",Adventure|Crime|Drama|Thriller,1958.0
5007,Topkapi (1964),Adventure|Comedy|Thriller,1964.0
5008,Witness for the Prosecution (1957),Drama|Mystery|Thriller,1957.0
5063,One-Eyed Jacks (1961),Western,1961.0
5099,Heidi (1937),Children|Drama,1937.0
5114,"Bad and the Beautiful, The (1952)",Drama,1952.0
5116,Designing Woman (1957),Comedy,1957.0
5147,Wild Strawberries (Smultronstället) (1957),Drama,1957.0
5168,Royal Wedding (1951),Comedy|Musical|Romance,1951.0
5177,"Magnificent Ambersons, The (1942)",Drama|Romance,1942.0
5231,Road to Morocco (1942),Comedy,1942.0
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,1950.0
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western,1957.0
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War,1945.0
5333,Bob le Flambeur (1955),Crime|Drama,1955.0
5372,Calamity Jane (1953),Musical|Western,1953.0
5373,"Cranes Are Flying, The (Letyat zhuravli) (1957)",Drama|Romance|War,1957.0
5375,"Harvey Girls, The (1946)",Comedy|Musical|Western,1946.0
5384,I Want to Live! (1958),Crime|Drama,1958.0
5397,Monkey Business (1952),Comedy|Sci-Fi,1952.0
5398,Requiem for a Heavyweight (1962),Drama,1962.0
5434,"Sorry, Wrong Number (1948)",Drama|Film-Noir|Thriller,1948.0
5440,She Wore a Yellow Ribbon (1949),Western,1949.0
5468,20 Million Miles to Earth (1957),Sci-Fi,1957.0
5470,The Importance of Being Earnest (1952),Comedy|Romance,1952.0
5497,Our Man Flint (1965),Adventure|Comedy|Sci-Fi,1965.0
5498,Red Beard (Akahige) (1965),Drama,1965.0
5550,Love Me Tender (1956),Musical|Western,1956.0
5560,À nous la liberté (Freedom for Us) (1931),Comedy|Musical,1931.0
5601,"Yearling, The (1946)",Children|Drama,1946.0
5602,"Ladykillers, The (1955)",Comedy|Crime,1955.0
5603,"Lavender Hill Mob, The (1951)",Comedy|Crime,1951.0
